instance_id,source,gold_label,predicted_verdict,raw_verdict,explanation,confidence,raw_response,prompt_tokens,completion_tokens,cost_usd,latency_seconds,n_search_invocations,search_queries,triage_route,metadata_agent_called,db_source_matched,error
108,iclr2026,fabricated,fabricated,fabricated,"The reference appears to be fabricated. While there is a real paper titled 'Accelerating the Machine Learning Lifecycle with MLflow' authored by Matei Zaharia et al. in 2018, the provided reference lists different authors and a different venue. Additionally, the venue 'Proceedings of the Fourth International Workshop on Data Management for End-to-End Machine Learning' does not seem to exist.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The reference appears to be fabricated. While there is a real paper titled 'Accelerating the Machine Learning Lifecycle with MLflow' authored by Matei Zaharia et al. in 2018, the provided reference lists different authors and a different venue. Additionally, the venue 'Proceedings of the Fourth International Workshop on Data Management for End-to-End Machine Learning' does not seem to exist."",
  ""confidence"": ""high""
} ",877,130,0.028493,3.852,1,"[""Mlflow: A platform for managing the machine learning lifecycle Andrew Chen 2018""]",,False,,
109,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Robust Singer Identification in Polyphonic Music using Melody Enhancement and Uncertainty-based Learning' authored by M. Lagrange, A. Ozerov, and E. Vincent, presented at the International Society for Music Information Retrieval Conference in 2012. The details match the information available in the ISMIR 2012 proceedings.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Robust Singer Identification in Polyphonic Music using Melody Enhancement and Uncertainty-based Learning' authored by M. Lagrange, A. Ozerov, and E. Vincent, presented at the International Society for Music Information Retrieval Conference in 2012. The details match the information available in the ISMIR 2012 proceedings."",
  ""confidence"": ""high""
} ",825,144,0.028503,6.246,1,"[""Robust Singer Identification in Polyphonic Music using Melody Enhancement and Uncertainty-based Learning M. Lagrange, A. Ozerov, E. Vincent 2012""]",,False,,
110,s2_real,valid,fabricated,fabricated,"The provided reference does not correspond to an existing publication. The DOI 10.3760/CMA.J.ISSN.1007-631X.2018.12.017 does not resolve to any known article, and no record of the specified title, authors, or publication in the Chinese Journal of General Surgery in 2018 can be found.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The provided reference does not correspond to an existing publication. The DOI 10.3760/CMA.J.ISSN.1007-631X.2018.12.017 does not resolve to any known article, and no record of the specified title, authors, or publication in the Chinese Journal of General Surgery in 2018 can be found."",
  ""confidence"": ""high""
} ",866,148,0.028645,4.762,1,"[""Diagnostic value of digital breast tomosynthesis technique for breast suspicious calcified lesions DOI 10.3760/CMA.J.ISSN.1007-631X.2018.12.017""]",,False,,
111,neurips,fabricated,fabricated,fabricated,"A search for the paper titled 'Leveraging large language models for financial forecasting' by J. Smith and A. Patel in the International Journal of Financial Technology (2024) yielded no results. Additionally, the International Journal of Financial Technology does not appear to exist, suggesting the reference is fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Leveraging large language models for financial forecasting' by J. Smith and A. Patel in the International Journal of Financial Technology (2024) yielded no results. Additionally, the International Journal of Financial Technology does not appear to exist, suggesting the reference is fabricated."",
  ""confidence"": ""high""
} ",767,117,0.028088,5.742,1,"[""Leveraging large language models for financial forecasting J. Smith A. Patel International Journal of Financial Technology 2024""]",,False,,
112,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Fuzzy semantic similarity in linked data using the OWA operator' by Parisa D. Hossein Zadeh and M. Reformat, presented at the 2012 Annual Meeting of the North American Fuzzy Information Processing Society (NAFIPS). The DOI 10.1109/NAFIPS.2012.6291019 correctly resolves to this paper, confirming the accuracy of the citation details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Fuzzy semantic similarity in linked data using the OWA operator' by Parisa D. Hossein Zadeh and M. Reformat, presented at the 2012 Annual Meeting of the North American Fuzzy Information Processing Society (NAFIPS). The DOI 10.1109/NAFIPS.2012.6291019 correctly resolves to this paper, confirming the accuracy of the citation details."",
  ""confidence"": ""high""
} ",859,155,0.028698,7.38,1,"[""Fuzzy semantic similarity in linked data using the OWA operator DOI 10.1109/NAFIPS.2012.6291019""]",,False,,
113,s2_real,valid,valid,valid,"The reference accurately describes the paper titled 'Pulvinar Inactivation Disrupts Selection of Movement Plans' authored by M. Wilke, J. Turchi, K. Smith, M. Mishkin, and D. Leopold, published in the Journal of Neuroscience in 2010. The DOI 10.1523/JNEUROSCI.0953-10.2010 correctly resolves to this paper. The venue and year are consistent with the publication details.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference accurately describes the paper titled 'Pulvinar Inactivation Disrupts Selection of Movement Plans' authored by M. Wilke, J. Turchi, K. Smith, M. Mishkin, and D. Leopold, published in the Journal of Neuroscience in 2010. The DOI 10.1523/JNEUROSCI.0953-10.2010 correctly resolves to this paper. The venue and year are consistent with the publication details."",
  ""confidence"": ""high""
} ",859,188,0.029028,4.914,1,"[""Pulvinar Inactivation Disrupts Selection of Movement Plans M. Wilke J. Turchi Katy Smith M. Mishkin D. Leopold Journal of Neuroscience 2010 DOI 10.1523/JNEUROSCI.0953-10.2010""]",,False,,
114,s2_real,valid,valid,valid,"The reference describes a real paper titled 'Aphasic Speech in Interaction: Relearning to Communicate by Gesture When a Word Is Lacking' authored by Isabel Colón De Carvajal and Sandra Teston-Bonnard, published in 2015 in the journal Novitas-ROYAL (Research on Youth and Language). The title, authors, and year match the provided information, confirming the paper's existence and accuracy.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'Aphasic Speech in Interaction: Relearning to Communicate by Gesture When a Word Is Lacking' authored by Isabel Colón De Carvajal and Sandra Teston-Bonnard, published in 2015 in the journal Novitas-ROYAL (Research on Youth and Language). The title, authors, and year match the provided information, confirming the paper's existence and accuracy."",
  ""confidence"": ""high""
} ",828,156,0.02863,3.665,1,"[""Aphasic Speech in Interaction: Relearning to Communicate by Gesture When a Word Is Lacking I. C. D. Carvajal Sandra Teston-Bonnard""]",,False,,
115,neurips,fabricated,fabricated,fabricated,"The paper titled 'MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning' by Zayne Sprague, Xi Ye, Kaj Bostrom, Swarat Chaudhuri, and Greg Durrett was published in 2023 and presented at ICLR 2024, not EMNLP 2023. Additionally, the author list in the provided reference omits Kaj Bostrom and Swarat Chaudhuri, indicating discrepancies in both the venue and author information.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""The paper titled 'MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning' by Zayne Sprague, Xi Ye, Kaj Bostrom, Swarat Chaudhuri, and Greg Durrett was published in 2023 and presented at ICLR 2024, not EMNLP 2023. Additionally, the author list in the provided reference omits Kaj Bostrom and Swarat Chaudhuri, indicating discrepancies in both the venue and author information."",
  ""confidence"": ""high""
} ",788,175,0.02872,5.093,1,"[""MuSR: Testing the limits of chain-of-thought with multistep soft reasoning Zayne Sprague, Xi Ye, Kyle Richardson, Greg Durrett EMNLP 2023""]",,False,,
116,iclr2026,fabricated,fabricated,fabricated,"A search for the paper titled 'Fedclassil: A benchmark for classincremental federated learning' by Arslan Chaudhry, Arun Mallya, and Abhinav Srivastava, purportedly presented at NeurIPS 2023, yielded no results. Additionally, there is no record of such a paper in the NeurIPS 2023 proceedings. Therefore, the reference appears to be fabricated.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search for the paper titled 'Fedclassil: A benchmark for classincremental federated learning' by Arslan Chaudhry, Arun Mallya, and Abhinav Srivastava, purportedly presented at NeurIPS 2023, yielded no results. Additionally, there is no record of such a paper in the NeurIPS 2023 proceedings. Therefore, the reference appears to be fabricated."",
  ""confidence"": ""high""
} ",788,157,0.02854,7.585,1,"[""Fedclassil: A benchmark for classincremental federated learning Arslan Chaudhry Arun Mallya Abhinav Srivastava NeurIPS 2023""]",,False,,
117,s2_real,valid,valid,valid,"The reference describes a real paper titled 'The Ergodic Theory of Hyperbolic Groups' by Danny Calegari, initially published on arXiv in 2011 (arXiv ID: 1111.0029). The DOI 10.1090/conm/597/11762 corresponds to a later version published in the American Mathematical Society's Contemporary Mathematics series in 2013. The venue 'arXiv: Group Theory' is appropriate for the 2011 preprint. All elements are consistent and accurately describe the paper.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The reference describes a real paper titled 'The Ergodic Theory of Hyperbolic Groups' by Danny Calegari, initially published on arXiv in 2011 (arXiv ID: 1111.0029). The DOI 10.1090/conm/597/11762 corresponds to a later version published in the American Mathematical Society's Contemporary Mathematics series in 2013. The venue 'arXiv: Group Theory' is appropriate for the 2011 preprint. All elements are consistent and accurately describe the paper."",
  ""confidence"": ""high""
} ",798,172,0.028715,10.344,1,"[""The Ergodic Theory of Hyperbolic Groups Danny Calegari arXiv 1111.0029""]",,False,,
118,neurips,fabricated,valid,valid,"The paper titled 'EST: Event spatio-temporal transformer for object recognition with event cameras' by authors Zhipeng Zhang, Chang Liu, Shihan Wu, and Yan Zhao was presented at ICASSP 2023. The details provided are consistent with the conference proceedings, confirming the paper's authenticity.",high,"{
  ""classification"": ""valid"",
  ""reasoning"": ""The paper titled 'EST: Event spatio-temporal transformer for object recognition with event cameras' by authors Zhipeng Zhang, Chang Liu, Shihan Wu, and Yan Zhao was presented at ICASSP 2023. The details provided are consistent with the conference proceedings, confirming the paper's authenticity."",
  ""confidence"": ""high""
} ",834,117,0.028255,9.729,1,"[""EST: Event spatio-temporal transformer for object recognition with event cameras ICASSP 2023""]",,False,,
119,iclr2026,fabricated,fabricated,fabricated,"A search did not yield any evidence of a paper titled 'Knowledge-based reinforcement learning: A survey' authored by Reinaldo A. C. Bianchi, Luis A. Celiberto Jr, and Ramon Lopez de Mantaras in the Journal of Artificial Intelligence Research in 2018. While these authors have collaborated on related topics, no record of this specific publication exists.",high,"{
  ""classification"": ""fabricated"",
  ""reasoning"": ""A search did not yield any evidence of a paper titled 'Knowledge-based reinforcement learning: A survey' authored by Reinaldo A. C. Bianchi, Luis A. Celiberto Jr, and Ramon Lopez de Mantaras in the Journal of Artificial Intelligence Research in 2018. While these authors have collaborated on related topics, no record of this specific publication exists."",
  ""confidence"": ""high""
} ",798,149,0.028485,6.241,1,"[""Knowledge-based reinforcement learning: A survey Reinaldo A. C. Bianchi Luis A. Celiberto Jr Ramon Lopez de Mantaras Journal of Artificial Intelligence Research 2018""]",,False,,
